Orthogroup	Acerv_assembly_v1.0.protein	GCF_002042975.1_ofav_dov_v1_protein	Mcavernosa.maker.proteins	Pocillopora_acuta_HIv1.genes.pep	plut2v1.1.proteins	Total
OG0000766	3	2	3	6	3	17
OG0000767	9	2	0	4	2	17
OG0000768	6	5	0	1	5	17
OG0000769	2	1	3	5	6	17
OG0000770	1	5	3	7	1	17
OG0000771	11	3	1	1	1	17
OG0000772	3	4	0	7	3	17
OG0000773	6	4	3	4	0	17
OG0000774	1	2	3	10	1	17
OG0000775	6	0	4	7	0	17
OG0000776	5	0	1	9	2	17
OG0000777	2	7	2	5	1	17
OG0000778	5	2	2	5	3	17
OG0000779	4	5	3	2	3	17
OG0000780	1	3	4	4	5	17
OG0000781	4	3	0	7	3	17
OG0000782	5	1	4	3	4	17
OG0000783	5	1	6	1	4	17
OG0000784	1	3	2	3	8	17
OG0000785	2	4	1	8	2	17
OG0000786	1	3	3	7	3	17
OG0000787	3	4	1	8	1	17
OG0000788	4	4	4	3	2	17
OG0000789	2	6	4	5	0	17
OG0000790	3	1	0	9	4	17
OG0000791	2	3	4	5	3	17
OG0000792	6	2	1	7	1	17
OG0000793	1	0	1	1	14	17
OG0000794	2	0	7	5	3	17
OG0000795	2	2	6	4	3	17
OG0000796	3	3	3	5	3	17
OG0000797	4	1	2	5	5	17
OG0000798	3	3	0	1	10	17
OG0000799	2	3	6	3	3	17
OG0000800	3	5	1	7	1	17
OG0000801	1	7	0	5	4	17
OG0000802	2	4	3	5	3	17
OG0000803	7	6	2	1	1	17
OG0000804	1	1	1	12	2	17
OG0000805	1	3	4	6	3	17
OG0000806	2	3	2	3	7	17
OG0000807	1	12	1	2	1	17
OG0000808	2	3	4	6	2	17
OG0000809	2	3	2	7	3	17
OG0000810	0	3	5	4	5	17
OG0000811	0	5	2	9	1	17
OG0000812	0	4	2	5	6	17
OG0000813	0	2	2	2	11	17
OG0000814	0	8	3	6	0	17
OG0000815	0	2	10	2	3	17
OG0000816	0	3	2	5	7	17
OG0000817	0	6	0	7	4	17
OG0000818	0	6	1	6	4	17
OG0000819	0	3	2	7	5	17
OG0000820	0	1	1	0	15	17
OG0000821	0	6	4	4	3	17
OG0000822	0	3	2	9	3	17
OG0000823	2	6	1	6	1	16
OG0000824	3	1	2	9	1	16
OG0000825	14	0	0	2	0	16
OG0000826	10	0	0	5	1	16
OG0000827	4	3	3	3	3	16
OG0000828	1	5	4	3	3	16
OG0000829	7	0	2	0	7	16
OG0000830	7	0	1	1	7	16
OG0000831	9	1	3	0	3	16
OG0000832	2	2	7	0	5	16
OG0000833	1	3	2	7	3	16
OG0000834	2	2	1	3	8	16
OG0000835	8	2	0	3	3	16
OG0000836	10	0	3	2	1	16
OG0000837	1	5	3	3	4	16
OG0000838	8	1	3	0	4	16
OG0000839	8	0	1	7	0	16
OG0000840	12	0	2	0	2	16
OG0000841	4	5	2	2	3	16
OG0000842	7	1	7	1	0	16
OG0000843	8	1	1	0	6	16
OG0000844	7	3	4	1	1	16
OG0000845	6	2	4	3	1	16
OG0000846	5	0	1	3	7	16
OG0000847	12	2	0	0	2	16
OG0000848	8	0	0	5	3	16
OG0000849	10	2	2	0	2	16
OG0000850	4	4	2	3	3	16
OG0000851	10	0	1	1	4	16
OG0000852	7	1	6	1	1	16
OG0000853	7	1	4	0	4	16
OG0000854	3	1	6	5	1	16
OG0000855	1	12	1	1	1	16
OG0000856	6	1	0	2	7	16
OG0000857	9	1	0	3	3	16
OG0000858	4	4	5	1	2	16
OG0000859	3	4	2	1	6	16
OG0000860	2	5	5	3	1	16
OG0000861	2	5	3	3	3	16
OG0000862	4	1	1	5	5	16
OG0000863	1	0	0	7	8	16
OG0000864	5	2	2	6	1	16
OG0000865	1	2	2	6	5	16
OG0000866	2	4	4	4	2	16
OG0000867	1	9	1	4	1	16
OG0000868	1	8	2	4	1	16
OG0000869	1	4	0	6	5	16
OG0000870	4	1	1	8	2	16
OG0000871	8	0	5	0	3	16
OG0000872	4	0	0	2	10	16
OG0000873	5	2	4	2	3	16
OG0000874	2	4	5	3	2	16
OG0000875	11	0	4	0	1	16
OG0000876	5	1	0	10	0	16
OG0000877	2	3	1	7	3	16
OG0000878	2	1	3	4	6	16
OG0000879	1	2	1	11	1	16
OG0000880	3	1	0	10	2	16
OG0000881	2	3	3	6	2	16
OG0000882	5	1	3	4	3	16
OG0000883	5	0	0	11	0	16
OG0000884	4	3	3	1	5	16
OG0000885	1	4	2	6	3	16
OG0000886	1	6	0	3	6	16
OG0000887	2	2	4	5	3	16
OG0000888	3	2	3	7	1	16
OG0000889	1	1	1	7	6	16
OG0000890	13	1	2	0	0	16
OG0000891	2	6	0	7	1	16
OG0000892	5	3	2	0	6	16
OG0000893	3	2	3	8	0	16
OG0000894	1	2	5	7	1	16
OG0000895	2	2	6	1	5	16
OG0000896	1	3	1	3	8	16
OG0000897	1	1	0	12	2	16
OG0000898	1	3	4	3	5	16
OG0000899	2	3	8	1	2	16
OG0000900	3	1	0	8	4	16
OG0000901	1	12	1	1	1	16
OG0000902	1	1	2	11	1	16
OG0000903	1	3	2	9	1	16
OG0000904	3	8	1	2	2	16
OG0000905	5	2	4	2	3	16
OG0000906	1	4	4	1	6	16
OG0000907	1	5	2	7	1	16
OG0000908	2	7	1	2	4	16
OG0000909	1	1	3	8	3	16
OG0000910	1	3	3	8	1	16
OG0000911	2	3	5	2	4	16
OG0000912	4	3	3	3	3	16
OG0000913	1	11	1	0	3	16
OG0000914	1	4	0	2	9	16
OG0000915	1	4	0	7	4	16
OG0000916	2	11	0	2	1	16
OG0000917	1	8	2	0	5	16
OG0000918	1	9	1	5	0	16
OG0000919	2	3	2	5	4	16
OG0000920	1	1	0	4	10	16
OG0000921	1	2	1	11	1	16
OG0000922	1	5	3	4	3	16
OG0000923	1	2	5	5	3	16
OG0000924	0	1	2	4	9	16
OG0000925	0	7	3	3	3	16
OG0000926	0	3	10	3	0	16
OG0000927	0	4	3	7	2	16
OG0000928	0	2	7	5	2	16
OG0000929	0	1	4	9	2	16
OG0000930	0	2	2	4	8	16
OG0000931	0	3	5	1	7	16
OG0000932	0	2	1	11	2	16
OG0000933	0	3	4	2	7	16
OG0000934	0	1	4	10	1	16
OG0000935	0	3	3	8	2	16
OG0000936	0	0	0	16	0	16
OG0000937	0	0	0	13	3	16
OG0000938	0	0	0	16	0	16
OG0000939	13	1	0	1	0	15
OG0000940	5	1	0	5	4	15
OG0000941	8	1	0	1	5	15
OG0000942	7	0	3	4	1	15
OG0000943	7	0	0	6	2	15
OG0000944	3	4	3	1	4	15
OG0000945	3	3	1	0	8	15
OG0000946	4	2	4	2	3	15
OG0000947	2	3	10	0	0	15
OG0000948	2	1	1	4	7	15
OG0000949	3	3	2	6	1	15
OG0000950	1	1	5	2	6	15
OG0000951	2	10	1	0	2	15
OG0000952	6	1	1	1	6	15
OG0000953	12	1	0	0	2	15
OG0000954	8	2	0	4	1	15
OG0000955	3	3	0	7	2	15
OG0000956	1	2	1	7	4	15
OG0000957	7	0	8	0	0	15
OG0000958	4	4	1	6	0	15
OG0000959	9	0	3	0	3	15
OG0000960	2	5	4	1	3	15
OG0000961	1	6	3	1	4	15
OG0000962	13	0	0	1	1	15
OG0000963	2	6	1	4	2	15
OG0000964	3	1	11	0	0	15
OG0000965	1	7	3	3	1	15
OG0000966	2	6	2	0	5	15
OG0000967	1	7	1	2	4	15
OG0000968	5	1	3	3	3	15
OG0000969	2	2	3	5	3	15
OG0000970	2	1	3	6	3	15
OG0000971	1	3	4	4	3	15
OG0000972	3	3	0	1	8	15
OG0000973	6	0	1	5	3	15
OG0000974	8	1	0	2	4	15
OG0000975	11	0	3	0	1	15
OG0000976	4	2	0	8	1	15
OG0000977	2	2	6	4	1	15
OG0000978	7	0	0	5	3	15
OG0000979	7	2	1	1	4	15
OG0000980	1	5	2	2	5	15
OG0000981	9	1	1	3	1	15
OG0000982	8	1	2	2	2	15
OG0000983	5	1	2	5	2	15
OG0000984	2	6	3	2	2	15
OG0000985	2	5	0	2	6	15
OG0000986	4	4	3	1	3	15
OG0000987	4	1	3	6	1	15
OG0000988	1	2	2	6	4	15
OG0000989	7	1	2	1	4	15
OG0000990	2	4	1	3	5	15
OG0000991	3	5	2	3	2	15
OG0000992	1	8	2	2	2	15
OG0000993	1	4	3	6	1	15
OG0000994	1	4	6	2	2	15
OG0000995	4	2	4	4	1	15
OG0000996	3	1	3	7	1	15
OG0000997	4	6	1	3	1	15
OG0000998	5	2	5	3	0	15
OG0000999	1	2	1	10	1	15
OG0001000	3	6	0	1	5	15
OG0001001	3	5	3	2	2	15
OG0001002	4	3	3	4	1	15
OG0001003	1	5	3	3	3	15
OG0001004	3	0	2	1	9	15
OG0001005	1	10	1	2	1	15
OG0001006	2	8	2	1	2	15
OG0001007	2	3	4	5	1	15
OG0001008	4	2	6	2	1	15
OG0001009	1	0	3	6	5	15
OG0001010	3	3	0	0	9	15
OG0001011	3	4	2	3	3	15
OG0001012	11	3	0	0	1	15
OG0001013	4	5	1	0	5	15
OG0001014	3	3	5	2	2	15
OG0001015	1	5	2	6	1	15
OG0001016	1	4	1	2	7	15
OG0001017	2	8	2	2	1	15
OG0001018	1	3	4	5	2	15
OG0001019	1	3	4	5	2	15
OG0001020	1	2	3	3	6	15
OG0001021	1	3	1	6	4	15
OG0001022	1	4	4	2	4	15
OG0001023	1	0	2	12	0	15
OG0001024	1	0	3	11	0	15
OG0001025	1	11	1	1	1	15
OG0001026	1	2	2	9	1	15
OG0001027	2	5	4	2	2	15
OG0001028	1	9	1	1	3	15
OG0001029	1	4	2	3	5	15
OG0001030	3	4	1	5	2	15
OG0001031	1	0	1	11	2	15
OG0001032	3	3	2	5	2	15
OG0001033	5	2	3	3	2	15
OG0001034	4	2	3	2	4	15
OG0001035	2	5	3	3	2	15
OG0001036	1	5	1	6	2	15
OG0001037	1	2	2	7	3	15
OG0001038	2	2	3	7	1	15
OG0001039	2	3	6	3	1	15
OG0001040	1	4	3	7	0	15
OG0001041	2	3	4	3	3	15
OG0001042	1	7	3	3	1	15
OG0001043	1	5	7	2	0	15
OG0001044	1	9	1	3	1	15
OG0001045	2	7	1	3	2	15
OG0001046	1	3	5	4	2	15
OG0001047	3	7	3	1	1	15
OG0001048	2	3	4	3	3	15
OG0001049	0	10	1	3	1	15
OG0001050	0	14	1	0	0	15
OG0001051	0	7	1	4	3	15
OG0001052	0	1	10	2	2	15
OG0001053	0	5	5	3	2	15
OG0001054	0	5	0	0	10	15
OG0001055	0	1	3	1	10	15
OG0001056	0	1	0	14	0	15
OG0001057	0	2	0	11	2	15
OG0001058	0	3	2	9	1	15
OG0001059	0	2	0	0	13	15
OG0001060	0	3	2	8	2	15
OG0001061	0	2	6	6	1	15
OG0001062	0	1	8	5	1	15
OG0001063	0	3	0	8	4	15
OG0001064	0	3	1	1	10	15
OG0001065	0	8	5	0	2	15
OG0001066	0	5	5	2	3	15
OG0001067	0	6	3	0	6	15
OG0001068	0	2	9	1	3	15
OG0001069	0	1	2	8	4	15
OG0001070	0	0	4	11	0	15
OG0001071	0	0	0	0	15	15
OG0001072	11	0	0	0	3	14
OG0001073	5	2	1	3	3	14
OG0001074	12	0	0	0	2	14
OG0001075	3	0	8	2	1	14
OG0001076	2	1	3	5	3	14
OG0001077	6	1	0	7	0	14
OG0001078	1	10	0	1	2	14
OG0001079	8	0	1	2	3	14
OG0001080	5	2	1	5	1	14
OG0001081	9	1	1	3	0	14
OG0001082	2	5	1	1	5	14
OG0001083	3	1	0	1	9	14
OG0001084	8	1	1	3	1	14
OG0001085	8	2	1	0	3	14
OG0001086	2	3	1	6	2	14
OG0001087	2	0	6	3	3	14
OG0001088	4	0	4	0	6	14
OG0001089	3	3	3	4	1	14
OG0001090	1	6	2	4	1	14
OG0001091	9	1	0	2	2	14
OG0001092	9	0	3	1	1	14
OG0001093	3	5	2	1	3	14
OG0001094	2	2	2	5	3	14
OG0001095	10	1	2	0	1	14
OG0001096	9	0	0	4	1	14
OG0001097	7	3	2	0	2	14
OG0001098	1	5	4	2	2	14
OG0001099	1	3	4	2	4	14
OG0001100	4	6	2	1	1	14
OG0001101	4	4	0	5	1	14
OG0001102	5	3	3	2	1	14
OG0001103	2	3	5	3	1	14
OG0001104	1	1	4	7	1	14
OG0001105	3	0	0	10	1	14
OG0001106	9	1	0	3	1	14
OG0001107	2	4	5	1	2	14
OG0001108	1	5	5	1	2	14
OG0001109	2	0	5	4	3	14
OG0001110	5	2	3	3	1	14
OG0001111	1	4	3	3	3	14
OG0001112	2	3	4	3	2	14
OG0001113	8	5	0	0	1	14
OG0001114	9	0	0	4	1	14
OG0001115	5	0	0	3	6	14
OG0001116	2	0	2	10	0	14
OG0001117	8	0	0	3	3	14
OG0001118	1	5	2	4	2	14
OG0001119	4	1	0	2	7	14
OG0001120	6	0	0	7	1	14
OG0001121	8	1	4	0	1	14
OG0001122	1	3	4	5	1	14
OG0001123	1	4	4	2	3	14
OG0001124	1	2	4	5	2	14
OG0001125	4	3	2	3	2	14
OG0001126	10	3	1	0	0	14
OG0001127	4	1	3	5	1	14
OG0001128	2	4	5	1	2	14
OG0001129	5	2	2	1	4	14
OG0001130	2	4	2	3	3	14
OG0001131	3	1	3	3	4	14
OG0001132	1	7	1	4	1	14
OG0001133	1	8	1	3	1	14
OG0001134	2	1	0	11	0	14
OG0001135	1	2	1	10	0	14
OG0001136	5	4	0	5	0	14
OG0001137	1	9	1	2	1	14
OG0001138	8	0	0	0	6	14
OG0001139	1	0	6	1	6	14
OG0001140	4	3	1	1	5	14
OG0001141	4	4	2	2	2	14
OG0001142	1	7	1	3	2	14
OG0001143	3	1	4	3	3	14
OG0001144	1	6	2	4	1	14
OG0001145	5	0	2	6	1	14
OG0001146	3	5	0	4	2	14
OG0001147	5	1	1	6	1	14
OG0001148	10	1	1	1	1	14
OG0001149	5	1	1	3	4	14
OG0001150	4	0	2	5	3	14
OG0001151	1	2	1	7	3	14
OG0001152	3	3	4	2	2	14
OG0001153	3	1	2	8	0	14
OG0001154	3	3	3	3	2	14
OG0001155	1	2	5	4	2	14
OG0001156	1	3	2	5	3	14
OG0001157	3	2	4	3	2	14
OG0001158	2	1	1	7	3	14
OG0001159	1	2	4	5	2	14
OG0001160	2	3	4	2	3	14
OG0001161	2	5	3	2	2	14
OG0001162	1	4	3	4	2	14
OG0001163	2	1	4	1	6	14
OG0001164	2	4	4	3	1	14
OG0001165	1	5	1	6	1	14
OG0001166	1	3	4	4	2	14
OG0001167	4	1	3	2	4	14
OG0001168	1	10	1	1	1	14
OG0001169	1	6	2	3	2	14
OG0001170	1	1	4	8	0	14
OG0001171	3	0	3	8	0	14
OG0001172	3	3	3	4	1	14
OG0001173	4	2	1	1	6	14
OG0001174	1	4	5	2	2	14
OG0001175	2	2	5	3	2	14
OG0001176	1	7	3	1	2	14
OG0001177	4	8	0	0	2	14
OG0001178	3	3	3	4	1	14
OG0001179	2	4	4	2	2	14
OG0001180	1	1	5	4	3	14
OG0001181	1	5	2	5	1	14
OG0001182	1	2	2	5	4	14
OG0001183	1	1	3	2	7	14
OG0001184	2	2	1	8	1	14
OG0001185	1	4	2	4	3	14
OG0001186	1	2	6	3	2	14
OG0001187	1	0	2	8	3	14
OG0001188	1	5	2	3	3	14
OG0001189	1	2	2	7	2	14
OG0001190	1	4	3	3	3	14
OG0001191	2	2	4	4	2	14
OG0001192	5	3	5	1	0	14
OG0001193	1	9	1	2	1	14
OG0001194	3	4	2	3	2	14
OG0001195	2	1	3	7	1	14
OG0001196	1	2	2	6	3	14
OG0001197	1	2	1	9	1	14
OG0001198	1	4	2	2	5	14
OG0001199	1	5	2	4	2	14
OG0001200	1	7	1	3	2	14
OG0001201	1	5	3	4	1	14
OG0001202	1	5	2	4	2	14
OG0001203	1	3	4	4	2	14
OG0001204	1	3	2	7	1	14
OG0001205	2	1	2	8	1	14
OG0001206	1	5	0	6	2	14
OG0001207	4	3	1	4	2	14
OG0001208	1	8	1	3	1	14
OG0001209	2	4	1	4	3	14
OG0001210	2	2	8	1	1	14
OG0001211	1	3	2	7	1	14
OG0001212	1	8	2	2	1	14
OG0001213	3	3	2	4	2	14
OG0001214	1	6	2	2	3	14
OG0001215	1	5	4	2	2	14
OG0001216	1	2	4	1	6	14
OG0001217	2	3	3	2	4	14
OG0001218	3	1	1	7	2	14
OG0001219	1	4	4	4	1	14
OG0001220	1	1	4	6	2	14
OG0001221	2	3	3	4	2	14
OG0001222	2	5	3	2	2	14
OG0001223	4	3	1	2	4	14
OG0001224	1	4	4	2	3	14
OG0001225	1	3	3	7	0	14
OG0001226	1	7	0	4	2	14
OG0001227	1	2	2	8	1	14
OG0001228	1	2	1	8	2	14
OG0001229	1	5	4	2	2	14
OG0001230	2	2	4	0	6	14
OG0001231	1	2	0	11	0	14
OG0001232	1	7	2	3	1	14
OG0001233	5	1	3	4	1	14
OG0001234	1	5	3	0	5	14
OG0001235	1	6	6	1	0	14
OG0001236	1	2	6	3	2	14
OG0001237	1	1	6	3	3	14
OG0001238	1	1	1	2	9	14
OG0001239	0	1	0	12	1	14
OG0001240	0	1	0	13	0	14
OG0001241	0	7	3	3	1	14
OG0001242	0	3	0	10	1	14
OG0001243	0	8	5	1	0	14
OG0001244	0	3	2	8	1	14
OG0001245	0	3	2	6	3	14
OG0001246	0	2	0	2	10	14
OG0001247	0	8	2	3	1	14
OG0001248	0	2	3	6	3	14
OG0001249	0	2	2	9	1	14
OG0001250	0	5	2	6	1	14
OG0001251	0	8	1	2	3	14
OG0001252	0	6	2	1	5	14
OG0001253	0	5	1	7	1	14
OG0001254	0	3	3	2	6	14
OG0001255	0	3	4	5	2	14
OG0001256	0	2	0	7	5	14
OG0001257	0	12	0	1	1	14
OG0001258	0	1	1	11	1	14
OG0001259	0	2	2	6	4	14
OG0001260	0	2	1	3	8	14
OG0001261	0	2	2	1	9	14
OG0001262	0	9	3	1	1	14
OG0001263	0	0	3	10	1	14
OG0001264	0	0	1	0	13	14
OG0001265	0	0	0	14	0	14
OG0001266	0	0	0	13	1	14
OG0001267	4	1	2	1	5	13
OG0001268	3	3	2	3	2	13
OG0001269	2	2	1	7	1	13
OG0001270	12	0	1	0	0	13
OG0001271	9	1	0	2	1	13
OG0001272	1	10	0	1	1	13
OG0001273	6	0	1	3	3	13
OG0001274	6	1	2	2	2	13
OG0001275	5	2	2	2	2	13
OG0001276	3	2	1	4	3	13
OG0001277	2	1	1	7	2	13
OG0001278	12	0	0	1	0	13
OG0001279	1	0	8	1	3	13
OG0001280	9	0	0	0	4	13
OG0001281	11	1	0	0	1	13
OG0001282	8	1	1	2	1	13
OG0001283	5	2	3	2	1	13
OG0001284	4	3	3	0	3	13
OG0001285	3	1	2	6	1	13
OG0001286	11	1	0	1	0	13
OG0001287	5	4	2	0	2	13
OG0001288	2	2	2	5	2	13
OG0001289	1	1	0	1	10	13
OG0001290	2	2	4	4	1	13
OG0001291	2	4	3	3	1	13
OG0001292	5	0	7	0	1	13
OG0001293	6	0	0	0	7	13
OG0001294	6	2	0	1	4	13
OG0001295	1	0	3	5	4	13
OG0001296	2	1	1	8	1	13
OG0001297	5	0	4	4	0	13
OG0001298	11	0	0	0	2	13
OG0001299	1	4	4	3	1	13
OG0001300	6	2	3	0	2	13
OG0001301	3	3	3	3	1	13
OG0001302	1	2	1	3	6	13
OG0001303	4	0	3	5	1	13
OG0001304	6	3	1	1	2	13
OG0001305	1	3	3	5	1	13
OG0001306	5	1	1	3	3	13
OG0001307	2	5	1	3	2	13
OG0001308	3	3	3	3	1	13
OG0001309	11	0	0	1	1	13
OG0001310	2	5	2	2	2	13
OG0001311	2	2	0	7	2	13
OG0001312	9	1	1	1	1	13
OG0001313	4	1	4	2	2	13
OG0001314	6	2	3	1	1	13
OG0001315	2	1	1	8	1	13
OG0001316	1	4	1	6	1	13
OG0001317	5	1	4	0	3	13
OG0001318	1	7	2	2	1	13
OG0001319	9	0	2	1	1	13
OG0001320	2	2	3	4	2	13
OG0001321	2	2	3	3	3	13
OG0001322	8	1	1	2	1	13
OG0001323	4	0	6	0	3	13
OG0001324	2	3	5	3	0	13
OG0001325	1	2	1	4	5	13
OG0001326	3	1	3	1	5	13
OG0001327	7	1	0	0	5	13
OG0001328	1	4	1	5	2	13
OG0001329	1	4	1	6	1	13
OG0001330	2	1	3	4	3	13
OG0001331	6	0	0	7	0	13
OG0001332	1	6	1	2	3	13
OG0001333	2	1	0	10	0	13
OG0001334	4	2	0	7	0	13
OG0001335	7	0	1	4	1	13
OG0001336	9	4	0	0	0	13
OG0001337	7	1	0	5	0	13
OG0001338	2	2	1	6	2	13
OG0001339	1	8	1	2	1	13
OG0001340	1	5	2	3	2	13
OG0001341	3	5	2	2	1	13
OG0001342	10	1	1	0	1	13
OG0001343	2	2	4	1	4	13
OG0001344	2	5	1	2	3	13
OG0001345	5	2	5	0	1	13
OG0001346	2	2	0	3	6	13
OG0001347	8	1	1	1	2	13
OG0001348	2	3	3	3	2	13
OG0001349	5	2	1	4	1	13
OG0001350	1	2	3	4	3	13
OG0001351	4	2	5	2	0	13
OG0001352	1	3	2	6	1	13
OG0001353	2	4	4	2	1	13
OG0001354	1	5	1	4	2	13
OG0001355	2	2	2	5	2	13
OG0001356	1	10	0	1	1	13
OG0001357	1	1	2	2	7	13
OG0001358	2	3	5	2	1	13
OG0001359	1	0	1	10	1	13
OG0001360	2	3	4	3	1	13
OG0001361	2	1	0	1	9	13
OG0001362	6	1	1	0	5	13
OG0001363	1	1	0	1	10	13
OG0001364	2	4	1	4	2	13
OG0001365	4	1	3	3	2	13
OG0001366	2	3	2	4	2	13
OG0001367	3	1	0	6	3	13
OG0001368	1	2	1	8	1	13
OG0001369	1	2	4	1	5	13
OG0001370	2	7	1	2	1	13
OG0001371	3	3	1	1	5	13
OG0001372	2	3	3	2	3	13
OG0001373	4	3	1	3	2	13
OG0001374	3	4	2	2	2	13
OG0001375	3	3	3	3	1	13
OG0001376	4	2	2	2	3	13
OG0001377	3	1	6	0	3	13
OG0001378	2	2	7	2	0	13
OG0001379	1	5	5	1	1	13
OG0001380	2	4	4	1	2	13
OG0001381	1	2	3	6	1	13
OG0001382	2	2	4	1	4	13
OG0001383	1	1	1	9	1	13
OG0001384	1	2	3	5	2	13
OG0001385	2	3	0	6	2	13
OG0001386	4	8	0	0	1	13
OG0001387	1	1	2	7	2	13
OG0001388	1	2	4	5	1	13
OG0001389	1	1	4	1	6	13
OG0001390	2	2	3	5	1	13
OG0001391	1	3	3	3	3	13
OG0001392	1	5	1	4	2	13
OG0001393	1	2	7	1	2	13
OG0001394	5	3	2	1	2	13
OG0001395	1	1	0	0	11	13
OG0001396	1	1	1	9	1	13
OG0001397	1	7	0	4	1	13
OG0001398	2	4	3	2	2	13
OG0001399	2	3	2	4	2	13
OG0001400	2	2	3	3	3	13
OG0001401	1	9	1	1	1	13
OG0001402	2	1	2	6	2	13
OG0001403	3	3	2	4	1	13
OG0001404	1	2	4	4	2	13
OG0001405	1	4	3	3	2	13
OG0001406	1	8	2	1	1	13
OG0001407	2	8	1	1	1	13
OG0001408	1	4	5	3	0	13
OG0001409	2	7	2	1	1	13
OG0001410	1	1	1	9	1	13
OG0001411	1	4	3	2	3	13
OG0001412	1	2	2	4	4	13
OG0001413	1	3	5	0	4	13
OG0001414	1	1	5	4	2	13
OG0001415	1	2	2	5	3	13
OG0001416	1	4	2	5	1	13
OG0001417	3	2	3	0	5	13
OG0001418	2	3	3	4	1	13
OG0001419	3	1	1	5	3	13
OG0001420	3	1	2	5	2	13
OG0001421	1	4	1	6	1	13
OG0001422	2	2	2	5	2	13
OG0001423	1	2	4	6	0	13
OG0001424	1	10	0	1	1	13
OG0001425	1	2	4	4	2	13
OG0001426	1	4	1	6	1	13
OG0001427	1	2	1	8	1	13
OG0001428	2	2	2	5	2	13
OG0001429	1	1	2	8	1	13
OG0001430	1	2	5	1	4	13
OG0001431	3	4	3	1	2	13
OG0001432	3	1	3	4	2	13
OG0001433	1	3	2	5	2	13
OG0001434	1	4	4	2	2	13
OG0001435	0	4	5	2	2	13
OG0001436	0	1	1	8	3	13
OG0001437	0	3	0	1	9	13
OG0001438	0	1	0	10	2	13
OG0001439	0	11	0	0	2	13
OG0001440	0	3	1	2	7	13
OG0001441	0	5	3	2	3	13
OG0001442	0	1	1	9	2	13
OG0001443	0	4	0	0	9	13
OG0001444	0	4	2	2	5	13
OG0001445	0	4	1	2	6	13
OG0001446	0	1	4	8	0	13
OG0001447	0	4	6	3	0	13
OG0001448	0	4	3	4	2	13
OG0001449	0	2	3	3	5	13
OG0001450	0	5	2	4	2	13
OG0001451	0	4	2	5	2	13
OG0001452	0	6	1	4	2	13
OG0001453	0	6	2	3	2	13
OG0001454	0	2	7	0	4	13
OG0001455	0	0	2	11	0	13
OG0001456	0	0	0	11	2	13
OG0001457	0	0	0	13	0	13
OG0001458	0	0	0	12	1	13
OG0001459	6	2	0	1	3	12
OG0001460	9	0	1	2	0	12
OG0001461	10	0	0	1	1	12
OG0001462	2	4	3	2	1	12
OG0001463	2	4	4	1	1	12
OG0001464	4	2	2	2	2	12
OG0001465	5	1	1	2	3	12
OG0001466	8	2	1	0	1	12
OG0001467	2	1	3	2	4	12
OG0001468	3	2	0	0	7	12
OG0001469	2	2	2	4	2	12
OG0001470	4	3	0	2	3	12
OG0001471	9	0	0	3	0	12
OG0001472	5	0	4	2	1	12
OG0001473	2	1	6	2	1	12
OG0001474	3	5	1	2	1	12
OG0001475	2	3	2	3	2	12
OG0001476	2	2	2	2	4	12
OG0001477	3	0	0	8	1	12
OG0001478	2	2	2	4	2	12
OG0001479	1	4	2	4	1	12
OG0001480	5	2	1	3	1	12
OG0001481	11	0	0	0	1	12
OG0001482	8	0	1	2	1	12
OG0001483	8	2	2	0	0	12
OG0001484	5	1	0	0	6	12
OG0001485	3	4	2	3	0	12
OG0001486	1	3	1	7	0	12
OG0001487	5	1	2	1	3	12
OG0001488	5	0	0	6	1	12
OG0001489	4	5	1	2	0	12
OG0001490	11	0	1	0	0	12
OG0001491	2	4	3	2	1	12
OG0001492	5	1	4	0	2	12
OG0001493	2	7	1	1	1	12
OG0001494	3	1	2	3	3	12
OG0001495	3	4	2	1	2	12
OG0001496	3	4	2	1	2	12
OG0001497	2	2	2	5	1	12
OG0001498	1	0	1	8	2	12
OG0001499	2	6	1	2	1	12
OG0001500	4	1	4	2	1	12
OG0001501	10	0	1	0	1	12
OG0001502	2	6	2	1	1	12
OG0001503	1	2	0	8	1	12
OG0001504	1	5	1	4	1	12
OG0001505	2	0	5	2	3	12
OG0001506	3	3	2	2	2	12
OG0001507	3	1	2	4	2	12
OG0001508	1	3	7	0	1	12
OG0001509	3	4	1	3	1	12
OG0001510	1	3	4	2	2	12
OG0001511	5	3	2	0	2	12
OG0001512	1	2	2	2	5	12
OG0001513	7	1	3	0	1	12
OG0001514	9	1	2	0	0	12
OG0001515	6	2	1	2	1	12
OG0001516	1	2	2	5	2	12
OG0001517	6	1	2	0	3	12
OG0001518	9	0	2	0	1	12
OG0001519	3	0	0	3	6	12
OG0001520	4	2	1	1	4	12
OG0001521	2	2	2	5	1	12
OG0001522	2	1	1	5	3	12
OG0001523	5	0	3	0	4	12
OG0001524	6	2	2	0	2	12
OG0001525	1	4	3	1	3	12
OG0001526	1	1	0	7	3	12
OG0001527	1	3	2	5	1	12
OG0001528	2	4	2	2	2	12
OG0001529	1	3	2	4	2	12
OG0001530	11	0	0	0	1	12
OG0001531	1	7	2	1	1	12
OG0001532	2	3	6	0	1	12
OG0001533	6	0	2	3	1	12
OG0001534	3	4	3	1	1	12
OG0001535	5	0	0	7	0	12
OG0001536	7	1	0	4	0	12
OG0001537	4	3	2	2	1	12
