Orthogroup	Mcavernosa.maker.proteins	Pocillopora_acuta_HIv1.genes.pep
OG0005964	Mcavernosa33769-RA, Mcavernosa31471-RA, Mcavernosa31469-RA	Pocillopora_acuta_HIv1_PredGene_g16808.t1, Pocillopora_acuta_HIv1_PredGene_g16810.t1, Pocillopora_acuta_HIv1_PredGene_g16807.t1
OG0005965	Mcavernosa19724-RA	Pocillopora_acuta_HIv1_PredGene_g10674.t1
OG0005966	Mcavernosa20634-RA	Pocillopora_acuta_HIv1_PredGene_9319_t, Pocillopora_acuta_HIv1_PredGene_g12834.t1
OG0005967	Mcavernosa33859-RA	Pocillopora_acuta_HIv1_PredGene_g31958.t1, Pocillopora_acuta_HIv1_PredGene_g26848.t1, Pocillopora_acuta_HIv1_PredGene_6776_t
OG0005968	Mcavernosa31673-RA	Pocillopora_acuta_HIv1_PredGene_g18115.t1
OG0005968	Mcavernosa31674-RA	Pocillopora_acuta_HIv1_PredGene_g18117.t1
OG0005969	Mcavernosa16199-RA	Pocillopora_acuta_HIv1_PredGene_g10512.t1
OG0005970	Mcavernosa14314-RA	Pocillopora_acuta_HIv1_PredGene_g22129.t1
OG0005971	Mcavernosa15825-RA	Pocillopora_acuta_HIv1_PredGene_g24036.t1, Pocillopora_acuta_HIv1_PredGene_g16506.t1
OG0005973	Mcavernosa34407-RA, Mcavernosa27786-RA, Mcavernosa24048-RA, Mcavernosa34857-RA	Pocillopora_acuta_HIv1_PredGene_g12285.t1
OG0005974	Mcavernosa31939-RA	Pocillopora_acuta_HIv1_PredGene_g1889.t1, Pocillopora_acuta_HIv1_PredGene_g1886.t1, Pocillopora_acuta_HIv1_PredGene_g1891.t1
OG0005975	Mcavernosa31930-RA, Mcavernosa31928-RA, Mcavernosa25615-RA	Pocillopora_acuta_HIv1_PredGene_g1873.t1
OG0005976	Mcavernosa30072-RA	Pocillopora_acuta_HIv1_PredGene_g20151.t1, Pocillopora_acuta_HIv1_PredGene_g20152.t1, Pocillopora_acuta_HIv1_PredGene_4454_t, Pocillopora_acuta_HIv1_PredGene_g20150.t1
OG0005977	Mcavernosa12025-RA, Mcavernosa12024-RA	Pocillopora_acuta_HIv1_PredGene_g20750.t1
OG0005978	Mcavernosa13218-RA	Pocillopora_acuta_HIv1_PredGene_g27455.t1
OG0005980	Mcavernosa06444-RA	Pocillopora_acuta_HIv1_PredGene_16274_t, Pocillopora_acuta_HIv1_PredGene_g14429.t1, Pocillopora_acuta_HIv1_PredGene_g14429.t2
OG0005982	Mcavernosa17822-RA, Mcavernosa17823-RA	Pocillopora_acuta_HIv1_PredGene_g107.t1
OG0005985	Mcavernosa34490-RA, Mcavernosa35222-RA, Mcavernosa34488-RA	Pocillopora_acuta_HIv1_PredGene_g5107.t1, Pocillopora_acuta_HIv1_PredGene_g15358.t1
OG0005986	Mcavernosa32072-RA, Mcavernosa32035-RA, Mcavernosa32071-RA	Pocillopora_acuta_HIv1_PredGene_g29836.t1
OG0005987	Mcavernosa27275-RA, Mcavernosa27279-RA	Pocillopora_acuta_HIv1_PredGene_10879_t, Pocillopora_acuta_HIv1_PredGene_g17300.t1, Pocillopora_acuta_HIv1_PredGene_g29736.t1
OG0005988	Mcavernosa28579-RA	Pocillopora_acuta_HIv1_PredGene_g17415.t1, Pocillopora_acuta_HIv1_PredGene_g17423.t1, Pocillopora_acuta_HIv1_PredGene_g17424.t1, Pocillopora_acuta_HIv1_PredGene_g17425.t1, Pocillopora_acuta_HIv1_PredGene_g17418.t1
OG0005990	Mcavernosa03208-RA	Pocillopora_acuta_HIv1_PredGene_g11744.t1, Pocillopora_acuta_HIv1_PredGene_g11746.t1
OG0005991	Mcavernosa16934-RA	Pocillopora_acuta_HIv1_PredGene_g19033.t1
OG0005992	Mcavernosa16974-RA	Pocillopora_acuta_HIv1_PredGene_g19068.t1, Pocillopora_acuta_HIv1_PredGene_19157_t
OG0005993	Mcavernosa16941-RA	Pocillopora_acuta_HIv1_PredGene_19180_t, Pocillopora_acuta_HIv1_PredGene_31363_t, Pocillopora_acuta_HIv1_PredGene_g13053.t1, Pocillopora_acuta_HIv1_PredGene_g19092.t1
OG0005994	Mcavernosa15100-RA	Pocillopora_acuta_HIv1_PredGene_g8490.t2, Pocillopora_acuta_HIv1_PredGene_g8490.t1
OG0005998	Mcavernosa27674-RA, Mcavernosa27673-RA	Pocillopora_acuta_HIv1_PredGene_g22363.t1, Pocillopora_acuta_HIv1_PredGene_18516_t
OG0005999	Mcavernosa28406-RA, Mcavernosa29687-RA, Mcavernosa29686-RA	Pocillopora_acuta_HIv1_PredGene_g30917.t1
OG0006000	Mcavernosa05605-RA, Mcavernosa05610-RA	Pocillopora_acuta_HIv1_PredGene_g14993.t1
OG0006001	Mcavernosa15632-RA, Mcavernosa15631-RA	Pocillopora_acuta_HIv1_PredGene_g2463.t1
OG0006002	Mcavernosa10821-RA	Pocillopora_acuta_HIv1_PredGene_5116_t, Pocillopora_acuta_HIv1_PredGene_g30721.t1, Pocillopora_acuta_HIv1_PredGene_g30721.t2, Pocillopora_acuta_HIv1_PredGene_g30718.t1
OG0006003	Mcavernosa20219-RA, Mcavernosa20215-RA	Pocillopora_acuta_HIv1_PredGene_g17543.t1
OG0006004	Mcavernosa10424-RA	Pocillopora_acuta_HIv1_PredGene_g10402.t1
OG0006005	Mcavernosa12081-RA, Mcavernosa21859-RA	Pocillopora_acuta_HIv1_PredGene_g26046.t1, Pocillopora_acuta_HIv1_PredGene_g26045.t1
OG0006006	Mcavernosa09256-RA	Pocillopora_acuta_HIv1_PredGene_g16096.t2, Pocillopora_acuta_HIv1_PredGene_g16096.t1, Pocillopora_acuta_HIv1_PredGene_g15610.t2, Pocillopora_acuta_HIv1_PredGene_g15610.t1
OG0006007	Mcavernosa12246-RA	Pocillopora_acuta_HIv1_PredGene_g6722.t1, Pocillopora_acuta_HIv1_PredGene_g6722.t2, Pocillopora_acuta_HIv1_PredGene_g22940.t1, Pocillopora_acuta_HIv1_PredGene_g22940.t2, Pocillopora_acuta_HIv1_PredGene_g22675.t1
OG0006010	Mcavernosa10117-RA	Pocillopora_acuta_HIv1_PredGene_g11164.t1, Pocillopora_acuta_HIv1_PredGene_g11169.t1
OG0006011	Mcavernosa00414-RA	Pocillopora_acuta_HIv1_PredGene_g14406.t1
OG0006012	Mcavernosa29917-RA	Pocillopora_acuta_HIv1_PredGene_g11663.t1, Pocillopora_acuta_HIv1_PredGene_g22633.t1, Pocillopora_acuta_HIv1_PredGene_2734_t
OG0006013	Mcavernosa10267-RA, Mcavernosa10273-RA	Pocillopora_acuta_HIv1_PredGene_g3554.t1
OG0006015	Mcavernosa28928-RA	Pocillopora_acuta_HIv1_PredGene_g29606.t1
OG0006015	Mcavernosa30374-RA, Mcavernosa30376-RA	Pocillopora_acuta_HIv1_PredGene_g22534.t1
OG0006017	Mcavernosa11461-RA, Mcavernosa32668-RA	Pocillopora_acuta_HIv1_PredGene_g16621.t1
OG0006017	Mcavernosa32666-RA	Pocillopora_acuta_HIv1_PredGene_g20007.t1
OG0006018	Mcavernosa14309-RA	Pocillopora_acuta_HIv1_PredGene_g1984.t1
OG0006020	Mcavernosa03115-RA	Pocillopora_acuta_HIv1_PredGene_g10696.t1, Pocillopora_acuta_HIv1_PredGene_g22808.t1, Pocillopora_acuta_HIv1_PredGene_2915_t
OG0006021	Mcavernosa20903-RA	Pocillopora_acuta_HIv1_PredGene_g23203.t1
OG0006022	Mcavernosa21013-RA	Pocillopora_acuta_HIv1_PredGene_g7342.t1
OG0006023	Mcavernosa11051-RA	Pocillopora_acuta_HIv1_PredGene_g31109.t1, Pocillopora_acuta_HIv1_PredGene_g27417.t1
OG0006025	Mcavernosa06098-RA	Pocillopora_acuta_HIv1_PredGene_g9021.t1, Pocillopora_acuta_HIv1_PredGene_g9021.t2
OG0006026	Mcavernosa08862-RA	Pocillopora_acuta_HIv1_PredGene_g4305.t1
OG0006027	Mcavernosa21496-RA	Pocillopora_acuta_HIv1_PredGene_30186_t, Pocillopora_acuta_HIv1_PredGene_22824_t, Pocillopora_acuta_HIv1_PredGene_g29290.t1, Pocillopora_acuta_HIv1_PredGene_g29290.t2, Pocillopora_acuta_HIv1_PredGene_g32867.t1
OG0006028	Mcavernosa11007-RA, Mcavernosa11012-RA	Pocillopora_acuta_HIv1_PredGene_g12204.t1
OG0006029	Mcavernosa28949-RA, Mcavernosa14281-RA, Mcavernosa14279-RA	Pocillopora_acuta_HIv1_PredGene_g3266.t1
OG0006030	Mcavernosa18563-RA, Mcavernosa18568-RA	Pocillopora_acuta_HIv1_PredGene_g14140.t1
OG0006031	Mcavernosa14266-RA	Pocillopora_acuta_HIv1_PredGene_g2355.t2, Pocillopora_acuta_HIv1_PredGene_g2355.t1
OG0006032	Mcavernosa31064-RA, Mcavernosa31063-RA	Pocillopora_acuta_HIv1_PredGene_g12768.t1, Pocillopora_acuta_HIv1_PredGene_g6233.t1
OG0006034	Mcavernosa29134-RA, Mcavernosa32758-RA, Mcavernosa10002-RA, Mcavernosa13073-RA	Pocillopora_acuta_HIv1_PredGene_g23686.t1
OG0006037	Mcavernosa04225-RA	Pocillopora_acuta_HIv1_PredGene_g24427.t1
OG0006039	Mcavernosa04658-RA	Pocillopora_acuta_HIv1_PredGene_g24847.t1
OG0006040	Mcavernosa09075-RA	Pocillopora_acuta_HIv1_PredGene_g11861.t2, Pocillopora_acuta_HIv1_PredGene_g11861.t1
OG0006041	Mcavernosa21070-RA	Pocillopora_acuta_HIv1_PredGene_g22280.t1, Pocillopora_acuta_HIv1_PredGene_29269_t, Pocillopora_acuta_HIv1_PredGene_g2736.t1
OG0006042	Mcavernosa24127-RA	Pocillopora_acuta_HIv1_PredGene_g15453.t1
OG0006044	Mcavernosa19663-RA	Pocillopora_acuta_HIv1_PredGene_g22004.t1
OG0006045	Mcavernosa15502-RA, Mcavernosa32532-RA, Mcavernosa15505-RA	Pocillopora_acuta_HIv1_PredGene_g21039.t1, Pocillopora_acuta_HIv1_PredGene_g21038.t1, Pocillopora_acuta_HIv1_PredGene_g21037.t1
OG0006047	Mcavernosa05832-RA, Mcavernosa05831-RA	Pocillopora_acuta_HIv1_PredGene_g18851.t1
OG0006049	Mcavernosa23977-RA, Mcavernosa23976-RA, Mcavernosa18565-RA	Pocillopora_acuta_HIv1_PredGene_g14086.t1, Pocillopora_acuta_HIv1_PredGene_g14085.t1
OG0006050	Mcavernosa19030-RA	Pocillopora_acuta_HIv1_PredGene_g15568.t1
OG0006051	Mcavernosa19032-RA	Pocillopora_acuta_HIv1_PredGene_g16106.t1
OG0006052	Mcavernosa24833-RA	Pocillopora_acuta_HIv1_PredGene_12968_t, Pocillopora_acuta_HIv1_PredGene_g2000.t2, Pocillopora_acuta_HIv1_PredGene_g2000.t1
OG0006053	Mcavernosa10189-RA, Mcavernosa10188-RA	Pocillopora_acuta_HIv1_PredGene_g19302.t1, Pocillopora_acuta_HIv1_PredGene_g25951.t1, Pocillopora_acuta_HIv1_PredGene_g10880.t1
OG0006056	Mcavernosa18946-RA	Pocillopora_acuta_HIv1_PredGene_15235_t, Pocillopora_acuta_HIv1_PredGene_g1347.t1, Pocillopora_acuta_HIv1_PredGene_g1346.t1, Pocillopora_acuta_HIv1_PredGene_15234_t
OG0006057	Mcavernosa29963-RA, Mcavernosa13164-RA, Mcavernosa13163-RA	Pocillopora_acuta_HIv1_PredGene_g16241.t1
OG0006058	Mcavernosa18956-RA	Pocillopora_acuta_HIv1_PredGene_g1352.t1, Pocillopora_acuta_HIv1_PredGene_g1352.t2, Pocillopora_acuta_HIv1_PredGene_g32918.t2, Pocillopora_acuta_HIv1_PredGene_g32918.t1
OG0006059	Mcavernosa12379-RA	Pocillopora_acuta_HIv1_PredGene_g31773.t1
OG0006060	Mcavernosa19023-RA, Mcavernosa11622-RA	Pocillopora_acuta_HIv1_PredGene_g8911.t1, Pocillopora_acuta_HIv1_PredGene_g2194.t1, Pocillopora_acuta_HIv1_PredGene_g8912.t1, Pocillopora_acuta_HIv1_PredGene_g2193.t1
OG0006061	Mcavernosa31825-RA, Mcavernosa31824-RA, Mcavernosa31827-RA	Pocillopora_acuta_HIv1_PredGene_g4078.t1
OG0006063	Mcavernosa15250-RA	Pocillopora_acuta_HIv1_PredGene_18030_t
OG0006065	Mcavernosa21806-RA	Pocillopora_acuta_HIv1_PredGene_g3981.t1, Pocillopora_acuta_HIv1_PredGene_1362_t, Pocillopora_acuta_HIv1_PredGene_g3981.t2
OG0006066	Mcavernosa27201-RA, Mcavernosa34155-RA	Pocillopora_acuta_HIv1_PredGene_g9490.t1
OG0006069	Mcavernosa03951-RA	Pocillopora_acuta_HIv1_PredGene_g17869.t1
OG0006070	Mcavernosa31619-RA	Pocillopora_acuta_HIv1_PredGene_g7389.t1, Pocillopora_acuta_HIv1_PredGene_g7389.t2
OG0006071	Mcavernosa08984-RA	Pocillopora_acuta_HIv1_PredGene_g10454.t1, Pocillopora_acuta_HIv1_PredGene_g10454.t2
OG0006072	Mcavernosa07060-RA	Pocillopora_acuta_HIv1_PredGene_29316_t, Pocillopora_acuta_HIv1_PredGene_g20033.t1
OG0006074	Mcavernosa26659-RA, Mcavernosa26663-RA	Pocillopora_acuta_HIv1_PredGene_g26530.t1
OG0006075	Mcavernosa12564-RA	Pocillopora_acuta_HIv1_PredGene_g30554.t1
OG0006076	Mcavernosa02250-RA	Pocillopora_acuta_HIv1_PredGene_3868_t, Pocillopora_acuta_HIv1_PredGene_g15522.t2, Pocillopora_acuta_HIv1_PredGene_g15522.t1
OG0006077	Mcavernosa22493-RA	Pocillopora_acuta_HIv1_PredGene_g4001.t1
OG0006078	Mcavernosa08702-RA	Pocillopora_acuta_HIv1_PredGene_g1148.t1
OG0006079	Mcavernosa02789-RA, Mcavernosa02790-RA	Pocillopora_acuta_HIv1_PredGene_g2683.t1, Pocillopora_acuta_HIv1_PredGene_g28370.t1, Pocillopora_acuta_HIv1_PredGene_g4350.t1
OG0006080	Mcavernosa04420-RA	Pocillopora_acuta_HIv1_PredGene_g9774.t1, Pocillopora_acuta_HIv1_PredGene_g2899.t1
OG0006082	Mcavernosa24956-RA, Mcavernosa24952-RA	Pocillopora_acuta_HIv1_PredGene_g33467.t1
OG0006083	Mcavernosa02397-RA	Pocillopora_acuta_HIv1_PredGene_g407.t1, Pocillopora_acuta_HIv1_PredGene_g27173.t1
OG0006084	Mcavernosa01476-RA, Mcavernosa01471-RA	Pocillopora_acuta_HIv1_PredGene_g24437.t1
OG0006085	Mcavernosa18284-RA, Mcavernosa18285-RA	Pocillopora_acuta_HIv1_PredGene_g539.t1
OG0006089	Mcavernosa27100-RA	Pocillopora_acuta_HIv1_PredGene_7846_t, Pocillopora_acuta_HIv1_PredGene_g9359.t1, Pocillopora_acuta_HIv1_PredGene_g21104.t1
OG0006091	Mcavernosa04431-RA	Pocillopora_acuta_HIv1_PredGene_26808_t, Pocillopora_acuta_HIv1_PredGene_g2893.t1, Pocillopora_acuta_HIv1_PredGene_14109_t, Pocillopora_acuta_HIv1_PredGene_g9770.t1
OG0006092	Mcavernosa19677-RA	Pocillopora_acuta_HIv1_PredGene_g22018.t1, Pocillopora_acuta_HIv1_PredGene_g22015.t1, Pocillopora_acuta_HIv1_PredGene_g22021.t1
OG0006093	Mcavernosa09880-RA	Pocillopora_acuta_HIv1_PredGene_g2782.t1, Pocillopora_acuta_HIv1_PredGene_g2785.t1
OG0006094	Mcavernosa01528-RA	Pocillopora_acuta_HIv1_PredGene_g30291.t1
OG0006095	Mcavernosa22057-RA	Pocillopora_acuta_HIv1_PredGene_g31818.t2, Pocillopora_acuta_HIv1_PredGene_g31818.t1
OG0006096	Mcavernosa24703-RA	Pocillopora_acuta_HIv1_PredGene_g24887.t1, Pocillopora_acuta_HIv1_PredGene_6361_t, Pocillopora_acuta_HIv1_PredGene_g24835.t1, Pocillopora_acuta_HIv1_PredGene_g24834.t1
OG0006097	Mcavernosa21779-RA, Mcavernosa21781-RA	Pocillopora_acuta_HIv1_PredGene_g19678.t1, Pocillopora_acuta_HIv1_PredGene_g31654.t1
OG0006098	Mcavernosa06514-RA	Pocillopora_acuta_HIv1_PredGene_g28926.t1, Pocillopora_acuta_HIv1_PredGene_g28928.t1
OG0006099	Mcavernosa03830-RA	Pocillopora_acuta_HIv1_PredGene_g29326.t1
OG0006099	Mcavernosa03834-RA	Pocillopora_acuta_HIv1_PredGene_g29330.t1
OG0006100	Mcavernosa26196-RA	Pocillopora_acuta_HIv1_PredGene_g25785.t1, Pocillopora_acuta_HIv1_PredGene_g4497.t1, Pocillopora_acuta_HIv1_PredGene_g18885.t1
OG0006102	Mcavernosa23969-RA	Pocillopora_acuta_HIv1_PredGene_g28610.t1, Pocillopora_acuta_HIv1_PredGene_g6345.t1
OG0006103	Mcavernosa19292-RA	Pocillopora_acuta_HIv1_PredGene_g33271.t1
OG0006105	Mcavernosa11833-RA	Pocillopora_acuta_HIv1_PredGene_g10380.t1, Pocillopora_acuta_HIv1_PredGene_15116_t, Pocillopora_acuta_HIv1_PredGene_g9872.t1
OG0006106	Mcavernosa14616-RA	Pocillopora_acuta_HIv1_PredGene_g14378.t1
OG0006106	Mcavernosa13387-RA	Pocillopora_acuta_HIv1_PredGene_g10057.t1
OG0006108	Mcavernosa12481-RA	Pocillopora_acuta_HIv1_PredGene_g30613.t1, Pocillopora_acuta_HIv1_PredGene_g12514.t1, Pocillopora_acuta_HIv1_PredGene_g30611.t1, Pocillopora_acuta_HIv1_PredGene_g12516.t1, Pocillopora_acuta_HIv1_PredGene_g30617.t1, Pocillopora_acuta_HIv1_PredGene_g30615.t1
OG0006109	Mcavernosa09038-RA, Mcavernosa09037-RA, Mcavernosa21892-RA	Pocillopora_acuta_HIv1_PredGene_g31336.t1, Pocillopora_acuta_HIv1_PredGene_g31331.t1, Pocillopora_acuta_HIv1_PredGene_g31334.t1
OG0006110	Mcavernosa14612-RA, Mcavernosa14611-RA	Pocillopora_acuta_HIv1_PredGene_g10428.t1, Pocillopora_acuta_HIv1_PredGene_g10429.t1, Pocillopora_acuta_HIv1_PredGene_g10427.t1, Pocillopora_acuta_HIv1_PredGene_g10424.t1, Pocillopora_acuta_HIv1_PredGene_g5859.t1
OG0006111	Mcavernosa26911-RA	Pocillopora_acuta_HIv1_PredGene_g12049.t1, Pocillopora_acuta_HIv1_PredGene_g26626.t1, Pocillopora_acuta_HIv1_PredGene_g5590.t1, Pocillopora_acuta_HIv1_PredGene_g16991.t1
OG0006112	Mcavernosa29528-RA, Mcavernosa29530-RA	Pocillopora_acuta_HIv1_PredGene_g23765.t1, Pocillopora_acuta_HIv1_PredGene_g23762.t1, Pocillopora_acuta_HIv1_PredGene_g23768.t1, Pocillopora_acuta_HIv1_PredGene_g11911.t1, Pocillopora_acuta_HIv1_PredGene_g11912.t1
OG0006113	Mcavernosa29027-RA, Mcavernosa25565-RA	Pocillopora_acuta_HIv1_PredGene_g21920.t1, Pocillopora_acuta_HIv1_PredGene_g21925.t1, Pocillopora_acuta_HIv1_PredGene_g4849.t1, Pocillopora_acuta_HIv1_PredGene_g32424.t1, Pocillopora_acuta_HIv1_PredGene_g5966.t1
OG0006114	Mcavernosa34025-RA	Pocillopora_acuta_HIv1_PredGene_g842.t1, Pocillopora_acuta_HIv1_PredGene_g25090.t1, Pocillopora_acuta_HIv1_PredGene_g25089.t1, Pocillopora_acuta_HIv1_PredGene_g10964.t1, Pocillopora_acuta_HIv1_PredGene_g25086.t1, Pocillopora_acuta_HIv1_PredGene_g25082.t1
OG0006115	Mcavernosa17139-RA	Pocillopora_acuta_HIv1_PredGene_g26873.t1, Pocillopora_acuta_HIv1_PredGene_g7579.t2
OG0006116	Mcavernosa02942-RA	Pocillopora_acuta_HIv1_PredGene_g28696.t1, Pocillopora_acuta_HIv1_PredGene_g11828.t1, Pocillopora_acuta_HIv1_PredGene_g28688.t1, Pocillopora_acuta_HIv1_PredGene_g11821.t2, Pocillopora_acuta_HIv1_PredGene_g11821.t1, Pocillopora_acuta_HIv1_PredGene_8799_t
OG0006133	Mcavernosa29966-RA	Pocillopora_acuta_HIv1_PredGene_14104_t, Pocillopora_acuta_HIv1_PredGene_g9765.t1
OG0006134	Mcavernosa34034-RA	Pocillopora_acuta_HIv1_PredGene_g9762.t1
OG0006136	Mcavernosa17028-RA	Pocillopora_acuta_HIv1_PredGene_g31493.t1, Pocillopora_acuta_HIv1_PredGene_g31492.t1
OG0006137	Mcavernosa17029-RA	Pocillopora_acuta_HIv1_PredGene_g31544.t1
OG0006138	Mcavernosa14116-RA	Pocillopora_acuta_HIv1_PredGene_g9943.t1, Pocillopora_acuta_HIv1_PredGene_g30015.t1
OG0006139	Mcavernosa14115-RA	Pocillopora_acuta_HIv1_PredGene_g9944.t1, Pocillopora_acuta_HIv1_PredGene_g30014.t1
OG0006140	Mcavernosa14114-RA	Pocillopora_acuta_HIv1_PredGene_g30013.t1, Pocillopora_acuta_HIv1_PredGene_g9945.t1
OG0006141	Mcavernosa17506-RA	Pocillopora_acuta_HIv1_PredGene_g19523.t1
OG0006142	Mcavernosa14112-RA	Pocillopora_acuta_HIv1_PredGene_g30011.t1, Pocillopora_acuta_HIv1_PredGene_g9947.t1
OG0006143	Mcavernosa22786-RA	Pocillopora_acuta_HIv1_PredGene_g18949.t1
OG0006144	Mcavernosa34535-RA	Pocillopora_acuta_HIv1_PredGene_g20041.t1, Pocillopora_acuta_HIv1_PredGene_g25907.t1, Pocillopora_acuta_HIv1_PredGene_g23317.t1
OG0006145	Mcavernosa10501-RA	Pocillopora_acuta_HIv1_PredGene_g12168.t1
OG0006146	Mcavernosa10498-RA	Pocillopora_acuta_HIv1_PredGene_g12166.t1
OG0006147	Mcavernosa10499-RA	Pocillopora_acuta_HIv1_PredGene_g12165.t1
OG0006148	Mcavernosa19154-RA	Pocillopora_acuta_HIv1_PredGene_g22395.t1
OG0006149	Mcavernosa19152-RA	Pocillopora_acuta_HIv1_PredGene_g22392.t1
OG0006150	Mcavernosa22721-RA	Pocillopora_acuta_HIv1_PredGene_g2769.t1
OG0006151	Mcavernosa22723-RA	Pocillopora_acuta_HIv1_PredGene_g21998.t1
OG0006152	Mcavernosa22722-RA	Pocillopora_acuta_HIv1_PredGene_g2770.t1
OG0006153	Mcavernosa02545-RA	Pocillopora_acuta_HIv1_PredGene_g27350.t1
OG0006154	Mcavernosa29764-RA	Pocillopora_acuta_HIv1_PredGene_g2752.t1
OG0006155	Mcavernosa29765-RA	Pocillopora_acuta_HIv1_PredGene_g2753.t1
OG0006156	Mcavernosa05338-RA	Pocillopora_acuta_HIv1_PredGene_g31262.t1
OG0006157	Mcavernosa31174-RA	Pocillopora_acuta_HIv1_PredGene_g15251.t1
OG0006158	Mcavernosa11766-RA	Pocillopora_acuta_HIv1_PredGene_g4252.t1
OG0006159	Mcavernosa03890-RA	Pocillopora_acuta_HIv1_PredGene_g19457.t1
OG0006160	Mcavernosa03892-RA	Pocillopora_acuta_HIv1_PredGene_g19456.t1
OG0006161	Mcavernosa31185-RA	Pocillopora_acuta_HIv1_PredGene_g15248.t1
OG0006163	Mcavernosa09699-RA	Pocillopora_acuta_HIv1_PredGene_g22478.t1
OG0006164	Mcavernosa24680-RA	Pocillopora_acuta_HIv1_PredGene_g7461.t1
OG0006165	Mcavernosa24678-RA	Pocillopora_acuta_HIv1_PredGene_g7460.t1, Pocillopora_acuta_HIv1_PredGene_453_t
OG0006166	Mcavernosa24682-RA	Pocillopora_acuta_HIv1_PredGene_455_t, Pocillopora_acuta_HIv1_PredGene_g7462.t1
OG0006167	Mcavernosa24690-RA	Pocillopora_acuta_HIv1_PredGene_459_t, Pocillopora_acuta_HIv1_PredGene_g7466.t1
OG0006168	Mcavernosa18273-RA	Pocillopora_acuta_HIv1_PredGene_g527.t1
OG0006169	Mcavernosa18267-RA	Pocillopora_acuta_HIv1_PredGene_g3053.t1, Pocillopora_acuta_HIv1_PredGene_g21595.t1
OG0006171	Mcavernosa32397-RA	Pocillopora_acuta_HIv1_PredGene_g33501.t1, Pocillopora_acuta_HIv1_PredGene_g33566.t1
OG0006172	Mcavernosa32418-RA	Pocillopora_acuta_HIv1_PredGene_g11307.t1, Pocillopora_acuta_HIv1_PredGene_g11307.t2
OG0006173	Mcavernosa18627-RA	Pocillopora_acuta_HIv1_PredGene_g10303.t1, Pocillopora_acuta_HIv1_PredGene_g10351.t1
OG0006174	Mcavernosa18628-RA	Pocillopora_acuta_HIv1_PredGene_g10352.t1, Pocillopora_acuta_HIv1_PredGene_g10304.t1
OG0006175	Mcavernosa19602-RA	Pocillopora_acuta_HIv1_PredGene_g30569.t1
OG0006176	Mcavernosa19604-RA	Pocillopora_acuta_HIv1_PredGene_g30568.t1
OG0006177	Mcavernosa24790-RA, Mcavernosa24791-RA	Pocillopora_acuta_HIv1_PredGene_g14467.t1
OG0006178	Mcavernosa11223-RA	Pocillopora_acuta_HIv1_PredGene_g26372.t1
OG0006179	Mcavernosa20244-RA	Pocillopora_acuta_HIv1_PredGene_g1954.t1
OG0006180	Mcavernosa00202-RA	Pocillopora_acuta_HIv1_PredGene_g9814.t1
OG0006181	Mcavernosa02602-RA	Pocillopora_acuta_HIv1_PredGene_g17119.t1, Pocillopora_acuta_HIv1_PredGene_2482_t
OG0006182	Mcavernosa02593-RA, Mcavernosa14296-RA	Pocillopora_acuta_HIv1_PredGene_g17124.t1
OG0006183	Mcavernosa02597-RA	Pocillopora_acuta_HIv1_PredGene_g17121.t1
OG0006185	Mcavernosa10758-RA	Pocillopora_acuta_HIv1_PredGene_g29010.t1
OG0006186	Mcavernosa06548-RA	Pocillopora_acuta_HIv1_PredGene_24225_t
OG0006187	Mcavernosa10753-RA	Pocillopora_acuta_HIv1_PredGene_g29012.t1
OG0006188	Mcavernosa12509-RA	Pocillopora_acuta_HIv1_PredGene_g29922.t1, Pocillopora_acuta_HIv1_PredGene_g29974.t1
OG0006189	Mcavernosa12508-RA	Pocillopora_acuta_HIv1_PredGene_g29975.t1, Pocillopora_acuta_HIv1_PredGene_g29923.t1
OG0006191	Mcavernosa18381-RA	Pocillopora_acuta_HIv1_PredGene_g13026.t1, Pocillopora_acuta_HIv1_PredGene_31547_t
OG0006192	Mcavernosa12045-RA	Pocillopora_acuta_HIv1_PredGene_27815_t, Pocillopora_acuta_HIv1_PredGene_g18999.t1
OG0006193	Mcavernosa13159-RA, Mcavernosa13161-RA	Pocillopora_acuta_HIv1_PredGene_g18986.t1
OG0006194	Mcavernosa13157-RA	Pocillopora_acuta_HIv1_PredGene_g18984.t1
OG0006195	Mcavernosa13154-RA	Pocillopora_acuta_HIv1_PredGene_g18980.t1
OG0006196	Mcavernosa29749-RA	Pocillopora_acuta_HIv1_PredGene_g18967.t1
OG0006197	Mcavernosa22794-RA	Pocillopora_acuta_HIv1_PredGene_g18955.t1
OG0006198	Mcavernosa13160-RA	Pocillopora_acuta_HIv1_PredGene_g18987.t2, Pocillopora_acuta_HIv1_PredGene_g18987.t1
OG0006199	Mcavernosa29744-RA	Pocillopora_acuta_HIv1_PredGene_g18991.t1
OG0006200	Mcavernosa10302-RA	Pocillopora_acuta_HIv1_PredGene_g10083.t1
OG0006201	Mcavernosa18896-RA	Pocillopora_acuta_HIv1_PredGene_g11649.t1, Pocillopora_acuta_HIv1_PredGene_g22648.t1
OG0006202	Mcavernosa02484-RA	Pocillopora_acuta_HIv1_PredGene_g19767.t1
OG0006203	Mcavernosa02482-RA	Pocillopora_acuta_HIv1_PredGene_g19768.t1
OG0006204	Mcavernosa04471-RA	Pocillopora_acuta_HIv1_PredGene_13969_t, Pocillopora_acuta_HIv1_PredGene_g1143.t1
