Orthogroup	plut2v1.1.proteins	Mcavernosa.maker.proteins
OG0007530	plut2.m8.17310.m1	Mcavernosa27430-RA
OG0007531	plut2.m8.17309.m1	Mcavernosa27432-RA
OG0007532	plut2.m8.1495.m1	Mcavernosa08442-RA
OG0007533	plut2.m8.1468.m1	Mcavernosa08526-RA
OG0007534	plut2.m8.1383.m1	Mcavernosa31684-RA
OG0007535	plut2.m8.1491.m1	Mcavernosa08439-RA
OG0007536	plut2.m8.7206.m1	Mcavernosa24731-RA, Mcavernosa24730-RA
OG0007537	plut2.m8.753.m1	Mcavernosa06632-RA
OG0007538	plut2.m8.750.m1	Mcavernosa35131-RA, Mcavernosa06633-RA
OG0007539	plut2.m8.32571.m1	Mcavernosa24743-RA
OG0007540	plut2.m8.2663.m1	Mcavernosa22756-RA
OG0007541	plut2.m8.2661.m1	Mcavernosa22749-RA
OG0007542	plut2.m8.20170.m1	Mcavernosa27086-RA
OG0007543	plut2.m8.20168.m1	Mcavernosa27087-RA
OG0007545	plut2.m8.11203.m1	Mcavernosa22296-RA
OG0007546	plut2.m8.15302.m1	Mcavernosa21045-RA
OG0007548	plut2.m8.5924.m1	Mcavernosa12835-RA, Mcavernosa12834-RA
OG0007549	plut2.m8.9977.m1	Mcavernosa05263-RA
OG0007550	plut2.m8.9986.m1	Mcavernosa05248-RA
OG0007551	plut2.m8.9988.m1	Mcavernosa05245-RA
OG0007552	plut2.m8.10239.m1	Mcavernosa11714-RA
OG0007553	plut2.m8.14782.m1	Mcavernosa17304-RA
OG0007554	plut2.m8.14777.m1, plut2.m8.33558.m1	Mcavernosa30012-RA
OG0007555	plut2.m8.14775.m1, plut2.m8.14773.m1	Mcavernosa30018-RA
OG0007556	plut2.m8.20554.m1	Mcavernosa28507-RA
OG0007558	plut2.m8.28863.m1	Mcavernosa19018-RA
OG0007559	plut2.m8.12539.m1	Mcavernosa12782-RA
OG0007562	plut2.m8.20048.m1	Mcavernosa00109-RA
OG0007563	plut2.m8.6508.m1	Mcavernosa30930-RA
OG0007564	plut2.m8.4338.m1	Mcavernosa16697-RA
OG0007565	plut2.m8.4786.m1	Mcavernosa14059-RA
OG0007566	plut2.m8.1146.m1	Mcavernosa29147-RA, Mcavernosa08020-RA
OG0007568	plut2.m8.145.m1	Mcavernosa01009-RA
OG0007569	plut2.m8.12130.m1	Mcavernosa05806-RA
OG0007570	plut2.m8.12138.m1	Mcavernosa05811-RA
OG0007571	plut2.m8.12139.m1	Mcavernosa05814-RA
OG0007572	plut2.m8.12107.m1	Mcavernosa05647-RA
OG0007573	plut2.m8.12109.m1	Mcavernosa05645-RA
OG0007574	plut2.m8.12110.m1	Mcavernosa05639-RA, Mcavernosa05642-RA
OG0007575	plut2.m8.26549.m1	Mcavernosa17316-RA
OG0007576	plut2.m8.20804.m1	Mcavernosa06391-RA
OG0007577	jamg1.model.Sc0000225.47	Mcavernosa25781-RA
OG0007578	plut2.m8.15692.m1	Mcavernosa18917-RA
OG0007579	plut2.m8.15035.m1, plut2.m8.7341.m1	Mcavernosa02896-RA
OG0007580	plut2.m8.478.m1	Mcavernosa11971-RA
OG0007581	plut2.m8.475.m1	Mcavernosa20117-RA
OG0007582	plut2.m8.468.m1	Mcavernosa20115-RA, Mcavernosa20113-RA
OG0007584	jamg1.model.Sc0000076.28	Mcavernosa14719-RA
OG0007585	plut2.m8.14121.m1	Mcavernosa02657-RA
OG0007586	plut2.m8.14118.m1	Mcavernosa02658-RA
OG0007587	plut2.m8.24967.m1	Mcavernosa32320-RA
OG0007588	plut2.m8.5880.m1	Mcavernosa24714-RA
OG0007589	plut2.m8.5891.m1	Mcavernosa24698-RA
OG0007590	jamg1.model.Sc0000054.63, plut2.m8.5879.m1	Mcavernosa24707-RA
OG0007591	plut2.m8.5874.m1	Mcavernosa04661-RA
OG0007592	plut2.m8.7771.m1	Mcavernosa08013-RA
OG0007593	plut2.m8.7785.m1	Mcavernosa08011-RA
OG0007594	plut2.m8.18430.m1	Mcavernosa19467-RA
OG0007595	plut2.m8.18432.m1	Mcavernosa19460-RA
OG0007596	plut2.m8.18819.m1	Mcavernosa09739-RA
OG0007598	plut2.m8.18812.m1	Mcavernosa09733-RA
OG0007599	plut2.m8.18808.m1	Mcavernosa09730-RA
OG0007600	plut2.m8.18426.m1	Mcavernosa19470-RA
OG0007601	plut2.m8.23322.m1	Mcavernosa09705-RA
OG0007602	plut2.m8.23328.m1	Mcavernosa20947-RA
OG0007603	plut2.m8.23321.m1	Mcavernosa09706-RA
OG0007604	plut2.m8.20247.m1	Mcavernosa09340-RA
OG0007606	plut2.m8.3562.m1	Mcavernosa23484-RA
OG0007607	jamg1.model.Sc0000030.19	Mcavernosa23498-RA
OG0007608	plut2.m8.3559.m1	Mcavernosa23499-RA
OG0007609	plut2.m8.3564.m1	Mcavernosa23496-RA
OG0007610	plut2.m8.15494.m1	Mcavernosa08614-RA
OG0007611	plut2.m8.1397.m1	Mcavernosa31694-RA
OG0007612	plut2.m8.10493.m1	Mcavernosa06414-RA
OG0007613	plut2.m8.10482.m1	Mcavernosa16527-RA
OG0007614	plut2.m8.18634.m1	Mcavernosa20499-RA
OG0007617	plut2.m8.18555.m1	Mcavernosa25159-RA
OG0007618	plut2.m8.21084.m1	Mcavernosa03478-RA
OG0007619	plut2.m8.3861.m1	Mcavernosa18437-RA
OG0007620	plut2.m8.15827.m1	Mcavernosa22472-RA
OG0007621	plut2.m8.882.m1	Mcavernosa04220-RA
OG0007622	plut2.m8.11628.m1	Mcavernosa29621-RA
OG0007623	plut2.m8.20484.m1	Mcavernosa19906-RA
OG0007624	plut2.m8.22962.m1	Mcavernosa20353-RA
OG0007625	plut2.m8.10889.m1	Mcavernosa26674-RA
OG0007626	plut2.m8.27827.m1	Mcavernosa15475-RA, Mcavernosa15476-RA
OG0007627	plut2.m8.23115.m1	Mcavernosa30957-RA
OG0007628	plut2.m8.28387.m1	Mcavernosa10813-RA
OG0007629	plut2.m8.7433.m1	Mcavernosa00840-RA
OG0007630	plut2.m8.224.m1	Mcavernosa12589-RA
OG0007631	plut2.m8.1082.m1	Mcavernosa14802-RA
OG0007632	plut2.m8.5868.m1	Mcavernosa04650-RA
OG0007633	plut2.m8.5862.m1	Mcavernosa04649-RA
OG0007634	plut2.m8.6874.m1	Mcavernosa05077-RA
OG0007635	plut2.m8.5846.m1	Mcavernosa24068-RA
OG0007636	plut2.m8.5849.m1	Mcavernosa03610-RA
OG0007637	plut2.m8.1087.m1	Mcavernosa03603-RA
OG0007638	plut2.m8.9891.m1	Mcavernosa30045-RA
OG0007639	plut2.m8.1883.m1	Mcavernosa00887-RA
OG0007640	plut2.m8.1875.m1	Mcavernosa00889-RA
OG0007641	plut2.m8.1864.m1	Mcavernosa29690-RA
OG0007642	plut2.m8.1869.m1	Mcavernosa29689-RA
OG0007643	plut2.m8.9104.m1	Mcavernosa05380-RA
OG0007644	plut2.m8.3918.m1	Mcavernosa06044-RA
OG0007646	plut2.m8.18169.m1	Mcavernosa31925-RA
OG0007647	plut2.m8.18159.m1	Mcavernosa26346-RA
OG0007648	plut2.m8.24042.m1	Mcavernosa21516-RA
OG0007649	plut2.m8.24049.m1	Mcavernosa21518-RA
OG0007650	plut2.m8.24043.m1	Mcavernosa27141-RA
OG0007651	plut2.m8.15273.m1	Mcavernosa13431-RA
OG0007652	plut2.m8.15277.m1	Mcavernosa13430-RA, Mcavernosa13429-RA
OG0007653	plut2.m8.1920.m1	Mcavernosa31119-RA
OG0007655	plut2.m8.8347.m1	Mcavernosa16056-RA
OG0007656	plut2.m8.27336.m1	Mcavernosa11924-RA
OG0007659	plut2.m8.2161.m1	Mcavernosa11988-RA, Mcavernosa04234-RA
OG0007661	plut2.m8.11422.m1	Mcavernosa26723-RA
OG0007662	plut2.m8.160.m1	Mcavernosa21777-RA
OG0007663	plut2.m8.11980.m1	Mcavernosa06494-RA
OG0007664	plut2.m8.11981.m1	Mcavernosa06489-RA
OG0007665	plut2.m8.1879.m1	Mcavernosa00081-RA
OG0007666	plut2.m8.15843.m1	Mcavernosa21194-RA, Mcavernosa21191-RA
OG0007667	plut2.m8.1481.m1	Mcavernosa08455-RA
OG0007669	plut2.m8.30601.m1	Mcavernosa29670-RA
OG0007670	plut2.m8.29288.m1	Mcavernosa02725-RA
OG0007671	plut2.m8.13245.m1	Mcavernosa22590-RA
OG0007672	plut2.m8.7377.m1	Mcavernosa04980-RA
OG0007673	plut2.m8.5378.m1	Mcavernosa18681-RA
OG0007676	plut2.m8.641.m1	Mcavernosa10010-RA
OG0007678	plut2.m8.1334.m1	Mcavernosa06798-RA
OG0007680	plut2.m8.1342.m1	Mcavernosa16148-RA
OG0007681	plut2.m8.9622.m1	Mcavernosa05931-RA
OG0007682	plut2.m8.21712.m1	Mcavernosa23003-RA
OG0007683	plut2.m8.9071.m1	Mcavernosa24874-RA
OG0007687	plut2.m8.5920.m1	Mcavernosa12829-RA, Mcavernosa12828-RA
OG0007688	plut2.m8.29579.m1	Mcavernosa19485-RA, Mcavernosa19484-RA
OG0007689	plut2.m8.17107.m1	Mcavernosa13918-RA
OG0007690	plut2.m8.17110.m1	Mcavernosa13915-RA
OG0007691	plut2.m8.17116.m1	Mcavernosa13925-RA
OG0007692	plut2.m8.24429.m1	Mcavernosa03564-RA
OG0007693	plut2.m8.17103.m1	Mcavernosa16499-RA
OG0007694	plut2.m8.30180.m1	Mcavernosa12005-RA
OG0007695	plut2.m8.15458.m1	Mcavernosa22292-RA
OG0007696	plut2.m8.9063.m1	Mcavernosa06367-RA
OG0007697	plut2.m8.3588.m1	Mcavernosa17551-RA
OG0007698	plut2.m8.17604.m1	Mcavernosa27321-RA
OG0007700	plut2.m8.818.m1	Mcavernosa29733-RA
OG0007701	plut2.m8.4182.m1	Mcavernosa22614-RA
OG0007703	plut2.m8.28465.m1	Mcavernosa19539-RA
OG0007705	plut2.m8.14669.m1	Mcavernosa14818-RA
OG0007707	plut2.m8.12595.m1	Mcavernosa08314-RA
OG0007708	plut2.m8.4736.m1	Mcavernosa04407-RA
OG0007709	plut2.m8.4768.m1	Mcavernosa04399-RA
OG0007711	plut2.m8.11205.m1	Mcavernosa01901-RA
OG0007712	plut2.m8.14185.m1	Mcavernosa28046-RA
OG0007713	plut2.m8.16647.m1	Mcavernosa17213-RA
OG0007715	plut2.m8.21247.m1	Mcavernosa02690-RA
OG0007717	plut2.m8.18639.m1	Mcavernosa00286-RA
OG0007719	plut2.m8.19969.m1	Mcavernosa05293-RA
OG0007720	plut2.m8.19963.m1	Mcavernosa05291-RA
OG0007721	plut2.m8.8300.m1	Mcavernosa29888-RA
OG0007722	plut2.m8.19637.m1, plut2.m8.19636.m1	Mcavernosa06756-RA
OG0007723	plut2.m8.8292.m1	Mcavernosa29892-RA
OG0007724	plut2.m8.15541.m1	Mcavernosa03330-RA
OG0007726	plut2.m8.3158.m1	Mcavernosa05143-RA
OG0007727	plut2.m8.3157.m1	Mcavernosa05141-RA, Mcavernosa05142-RA
OG0007728	plut2.m8.3147.m1	Mcavernosa33185-RA
OG0007729	plut2.m8.3145.m1	Mcavernosa20801-RA
OG0007730	plut2.m8.8780.m1	Mcavernosa31089-RA
OG0007731	plut2.m8.8779.m1	Mcavernosa31090-RA
OG0007732	plut2.m8.8778.m1	Mcavernosa31094-RA
OG0007733	plut2.m8.12460.m1	Mcavernosa31111-RA
OG0007734	plut2.m8.9458.m1	Mcavernosa23675-RA, Mcavernosa23678-RA
OG0007735	plut2.m8.9463.m1	Mcavernosa27109-RA
OG0007736	plut2.m8.9467.m1	Mcavernosa27108-RA
OG0007737	plut2.m8.9459.m1	Mcavernosa27106-RA
OG0007738	plut2.m8.9460.m1	Mcavernosa27105-RA
OG0007739	plut2.m8.12394.m1	Mcavernosa30994-RA
OG0007740	plut2.m8.17496.m1	Mcavernosa31557-RA, Mcavernosa31555-RA
OG0007741	plut2.m8.17491.m1	Mcavernosa31558-RA
OG0007742	plut2.m8.2156.m1	Mcavernosa31559-RA
OG0007743	plut2.m8.32993.m1	Mcavernosa23092-RA
OG0007744	plut2.m8.31850.m1, plut2.m8.27275.m1	Mcavernosa30877-RA
OG0007745	plut2.m8.27286.m1	Mcavernosa30873-RA
OG0007746	plut2.m8.25668.m1	Mcavernosa13572-RA
OG0007747	plut2.m8.27262.m1	Mcavernosa30887-RA
OG0007748	plut2.m8.13031.m1	Mcavernosa30890-RA, Mcavernosa30891-RA
OG0007749	plut2.m8.4996.m1	Mcavernosa16811-RA
OG0007750	plut2.m8.5028.m1	Mcavernosa17698-RA
OG0007751	jamg1.model.Sc0000216.15	Mcavernosa20076-RA
OG0007753	plut2.m8.12660.m1	Mcavernosa06858-RA
OG0007754	plut2.m8.345.m1	Mcavernosa24460-RA
OG0007755	plut2.m8.343.m1	Mcavernosa24461-RA
OG0007756	plut2.m8.338.m1	Mcavernosa24462-RA
OG0007757	plut2.m8.20448.m1	Mcavernosa12215-RA
OG0007758	plut2.m8.5029.m1	Mcavernosa16802-RA
OG0007759	plut2.m8.10641.m1	Mcavernosa06771-RA
OG0007760	plut2.m8.10646.m1	Mcavernosa06769-RA
OG0007761	jamg1.model.Sc0000103.16	Mcavernosa16130-RA
OG0007762	plut2.m8.6035.m1	Mcavernosa24989-RA
OG0007763	plut2.m8.6038.m1	Mcavernosa25021-RA
OG0007764	plut2.m8.6036.m1	Mcavernosa25017-RA
OG0007765	plut2.m8.8742.m1	Mcavernosa10728-RA
OG0007766	plut2.m8.8737.m1	Mcavernosa10735-RA
OG0007767	plut2.m8.2890.m1	Mcavernosa33225-RA
OG0007768	plut2.m8.2884.m1	Mcavernosa33171-RA, Mcavernosa31814-RA
OG0007769	plut2.m8.6165.m1	Mcavernosa14746-RA, Mcavernosa14302-RA
OG0007770	plut2.m8.6169.m1	Mcavernosa14755-RA
OG0007771	plut2.m8.15920.m1	Mcavernosa34552-RA
OG0007772	plut2.m8.15927.m1	Mcavernosa10491-RA
OG0007773	plut2.m8.3951.m1	Mcavernosa24519-RA
OG0007774	plut2.m8.3961.m1	Mcavernosa24520-RA
OG0007775	plut2.m8.3936.m1	Mcavernosa20563-RA
OG0007776	plut2.m8.3943.m1	Mcavernosa20562-RA
OG0007777	plut2.m8.3939.m1	Mcavernosa20567-RA
OG0007778	jamg1.model.Sc0000174.67	Mcavernosa06257-RA
OG0007779	plut2.m8.12012.m1	Mcavernosa21675-RA
OG0007780	plut2.m8.8902.m1	Mcavernosa14622-RA
OG0007783	plut2.m8.18471.m1	Mcavernosa27947-RA
OG0007784	plut2.m8.256.m1	Mcavernosa24283-RA
OG0007785	plut2.m8.8709.m1	Mcavernosa10731-RA
OG0007786	plut2.m8.18302.m1	Mcavernosa23155-RA
OG0007787	plut2.m8.11311.m1	Mcavernosa07657-RA
OG0007788	plut2.m8.15498.m1	Mcavernosa08604-RA, Mcavernosa08605-RA
OG0007789	plut2.m8.392.m1	Mcavernosa28645-RA
OG0007790	plut2.m8.26845.m1	Mcavernosa28914-RA, Mcavernosa26121-RA
OG0007791	plut2.m8.30179.m1	Mcavernosa32031-RA
OG0007792	plut2.m8.31176.m1, plut2.m8.30177.m1	Mcavernosa32026-RA, Mcavernosa32737-RA
OG0007793	plut2.m8.31180.m1	Mcavernosa32025-RA
OG0007794	plut2.m8.13918.m1	Mcavernosa21269-RA, Mcavernosa21270-RA
OG0007797	plut2.m8.13926.m1	Mcavernosa21262-RA
OG0007798	plut2.m8.13922.m1, plut2.m8.13929.m1	Mcavernosa00077-RA
OG0007799	plut2.m8.13944.m1	Mcavernosa00064-RA, Mcavernosa00066-RA
OG0007800	plut2.m8.19327.m1	Mcavernosa29017-RA
OG0007801	plut2.m8.19324.m1	Mcavernosa13246-RA
OG0007803	plut2.m8.21158.m1	Mcavernosa16991-RA
OG0007804	plut2.m8.15716.m1	Mcavernosa07123-RA, Mcavernosa07121-RA
OG0007805	plut2.m8.21171.m1	Mcavernosa16978-RA
OG0007806	plut2.m8.15719.m1	Mcavernosa07125-RA
OG0007807	plut2.m8.15717.m1	Mcavernosa07127-RA
OG0007808	plut2.m8.15720.m1	Mcavernosa07128-RA
OG0007809	plut2.m8.7374.m1	Mcavernosa16552-RA
OG0007812	plut2.m8.13262.m1	Mcavernosa18598-RA
OG0007813	jamg1.model.Sc0000177.57	Mcavernosa18596-RA
OG0007814	plut2.m8.13258.m1	Mcavernosa18597-RA
OG0007815	plut2.m8.29213.m1	Mcavernosa03980-RA
OG0007817	jamg1.model.Sc0000002.21	Mcavernosa19440-RA
OG0007818	plut2.m8.29207.m1	Mcavernosa03983-RA
OG0007819	plut2.m8.29198.m1	Mcavernosa26861-RA
OG0007820	plut2.m8.29212.m1	Mcavernosa03982-RA
OG0007821	plut2.m8.22228.m1	Mcavernosa07813-RA
OG0007822	plut2.m8.22225.m1	Mcavernosa07812-RA
OG0007823	plut2.m8.22227.m1	Mcavernosa07804-RA, Mcavernosa07803-RA
OG0007824	plut2.m8.22230.m1	Mcavernosa07802-RA
OG0007825	plut2.m8.2837.m1	Mcavernosa12128-RA
OG0007826	plut2.m8.16674.m1	Mcavernosa19130-RA
OG0007827	plut2.m8.16670.m1	Mcavernosa19132-RA
OG0007828	plut2.m8.10276.m1	Mcavernosa11274-RA
OG0007829	plut2.m8.21602.m1, plut2.m8.22872.m1	Mcavernosa33320-RA
OG0007830	plut2.m8.19322.m1	Mcavernosa13192-RA
OG0007832	plut2.m8.21606.m1	Mcavernosa29955-RA
OG0007833	plut2.m8.23755.m1	Mcavernosa29915-RA
OG0007834	plut2.m8.22876.m1	Mcavernosa18159-RA
OG0007835	plut2.m8.19308.m1	Mcavernosa13185-RA
OG0007836	plut2.m8.28356.m1	Mcavernosa20830-RA
OG0007837	plut2.m8.21993.m1	Mcavernosa22189-RA
OG0007838	plut2.m8.21995.m1	Mcavernosa26486-RA
OG0007839	plut2.m8.18692.m1	Mcavernosa01976-RA
OG0007840	plut2.m8.18690.m1	Mcavernosa01982-RA
OG0007842	plut2.m8.7457.m1	Mcavernosa00845-RA
OG0007843	plut2.m8.7455.m1	Mcavernosa27281-RA
OG0007844	plut2.m8.7463.m1	Mcavernosa00858-RA
OG0007845	plut2.m8.7465.m1, plut2.m8.7462.m1	Mcavernosa00857-RA
OG0007847	plut2.m8.20668.m1	Mcavernosa28028-RA
OG0007848	plut2.m8.20671.m1	Mcavernosa28024-RA
OG0007849	plut2.m8.22116.m1	Mcavernosa30855-RA
OG0007850	plut2.m8.29053.m1	Mcavernosa15523-RA
OG0007851	plut2.m8.24577.m1	Mcavernosa13610-RA
OG0007852	plut2.m8.10607.m1	Mcavernosa10948-RA, Mcavernosa10946-RA
OG0007853	plut2.m8.18282.m1	Mcavernosa32955-RA
OG0007855	plut2.m8.24697.m1	Mcavernosa04730-RA
OG0007856	plut2.m8.17942.m1	Mcavernosa01357-RA
OG0007858	plut2.m8.22525.m1	Mcavernosa10619-RA
OG0007859	plut2.m8.22505.m1	Mcavernosa30371-RA
OG0007860	plut2.m8.11470.m1	Mcavernosa06516-RA
OG0007862	plut2.m8.11137.m1	Mcavernosa05399-RA
OG0007863	plut2.m8.14714.m1	Mcavernosa05406-RA
OG0007866	plut2.m8.20094.m1, plut2.m8.20088.m1	Mcavernosa20592-RA
OG0007867	plut2.m8.20103.m1	Mcavernosa22164-RA
OG0007868	plut2.m8.20969.m1	Mcavernosa24797-RA
OG0007869	plut2.m8.20100.m1	Mcavernosa22160-RA
OG0007870	plut2.m8.9177.m1	Mcavernosa12372-RA, Mcavernosa23709-RA
OG0007871	plut2.m8.30482.m1	Mcavernosa02663-RA
OG0007872	jamg1.model.Sc0000566.7	Mcavernosa20972-RA
OG0007873	plut2.m8.8519.m1	Mcavernosa06536-RA, Mcavernosa06535-RA
OG0007874	plut2.m8.12736.m1	Mcavernosa31199-RA
OG0007875	plut2.m8.12739.m1	Mcavernosa31213-RA
OG0007876	plut2.m8.12734.m1	Mcavernosa31214-RA
OG0007877	plut2.m8.18040.m1	Mcavernosa03495-RA
OG0007878	plut2.m8.7267.m1	Mcavernosa14109-RA
OG0007879	plut2.m8.1041.m1	Mcavernosa02941-RA
OG0007880	plut2.m8.13114.m1	Mcavernosa06260-RA
OG0007882	plut2.m8.13127.m1	Mcavernosa06248-RA
OG0007883	plut2.m8.20716.m1	Mcavernosa05680-RA
OG0007884	plut2.m8.20704.m1	Mcavernosa00027-RA, Mcavernosa26178-RA
OG0007885	plut2.m8.25152.m1	Mcavernosa00023-RA
OG0007886	plut2.m8.20707.m1	Mcavernosa05674-RA
OG0007887	plut2.m8.20706.m1	Mcavernosa05672-RA
OG0007888	plut2.m8.11121.m1	Mcavernosa04259-RA
OG0007889	plut2.m8.11166.m1	Mcavernosa06290-RA
OG0007890	plut2.m8.13126.m1	Mcavernosa06245-RA
OG0007891	plut2.m8.13240.m1	Mcavernosa32020-RA
OG0007893	plut2.m8.28764.m1	Mcavernosa20575-RA
OG0007894	plut2.m8.28771.m1	Mcavernosa20577-RA
OG0007895	plut2.m8.21628.m1	Mcavernosa00035-RA
OG0007896	plut2.m8.21641.m1	Mcavernosa00031-RA
OG0007897	plut2.m8.682.m1	Mcavernosa01448-RA
OG0007898	plut2.m8.699.m1	Mcavernosa01431-RA
OG0007900	plut2.m8.16735.m1	Mcavernosa17992-RA
OG0007901	plut2.m8.698.m1	Mcavernosa15579-RA
OG0007902	plut2.m8.13911.m1	Mcavernosa00090-RA
OG0007904	plut2.m8.23979.m1	Mcavernosa12990-RA
OG0007905	plut2.m8.23975.m1	Mcavernosa12988-RA
OG0007908	plut2.m8.8838.m1	Mcavernosa09183-RA
OG0007909	plut2.m8.8836.m1	Mcavernosa14975-RA
OG0007910	plut2.m8.8837.m1	Mcavernosa09184-RA
OG0007911	plut2.m8.8828.m1	Mcavernosa09187-RA
OG0007912	plut2.m8.24415.m1	Mcavernosa09208-RA
OG0007913	plut2.m8.24412.m1	Mcavernosa09209-RA
OG0007914	plut2.m8.24414.m1	Mcavernosa09205-RA
OG0007915	plut2.m8.4437.m1	Mcavernosa01767-RA
OG0007916	plut2.m8.4463.m1	Mcavernosa17885-RA
OG0007918	jamg1.model.Sc0000060.105	Mcavernosa19582-RA
OG0007919	jamg1.model.Sc0000060.109	Mcavernosa19581-RA
OG0007921	plut2.m8.5278.m1	Mcavernosa09543-RA, Mcavernosa09544-RA
OG0007922	plut2.m8.15997.m1	Mcavernosa27340-RA
OG0007925	plut2.m8.424.m1	Mcavernosa15190-RA
OG0007926	plut2.m8.417.m1	Mcavernosa15196-RA
OG0007927	plut2.m8.416.m1	Mcavernosa15198-RA
OG0007928	plut2.m8.414.m1	Mcavernosa15206-RA
OG0007929	plut2.m8.401.m1	Mcavernosa15224-RA
OG0007930	plut2.m8.408.m1, plut2.m8.404.m1, jamg1.model.Sc0000002.58	Mcavernosa15218-RA
OG0007931	plut2.m8.13080.m1, plut2.m8.3826.m1	Mcavernosa28739-RA
OG0007932	plut2.m8.3823.m1, plut2.m8.17035.m1	Mcavernosa28740-RA
OG0007933	plut2.m8.3825.m1	Mcavernosa34260-RA
OG0007935	plut2.m8.8225.m1	Mcavernosa11038-RA
OG0007936	jamg1.model.Sc0000087.68	Mcavernosa07739-RA, Mcavernosa01491-RA
OG0007937	plut2.m8.8221.m1	Mcavernosa34168-RA, Mcavernosa01493-RA
OG0007938	plut2.m8.24645.m1	Mcavernosa25422-RA, Mcavernosa25428-RA
OG0007939	plut2.m8.8239.m1	Mcavernosa25415-RA
OG0007940	plut2.m8.937.m1	Mcavernosa31431-RA
OG0007941	plut2.m8.12793.m1	Mcavernosa25364-RA
OG0007942	plut2.m8.16397.m1	Mcavernosa15398-RA
OG0007943	plut2.m8.16401.m1	Mcavernosa15394-RA
OG0007944	jamg1.model.Sc0000243.12, plut2.m8.25073.m1	Mcavernosa15378-RA
OG0007945	plut2.m8.16403.m1	Mcavernosa15380-RA
OG0007946	plut2.m8.16411.m1	Mcavernosa15384-RA
OG0007948	plut2.m8.16408.m1	Mcavernosa15381-RA
OG0007949	plut2.m8.10050.m1	Mcavernosa20648-RA
OG0007951	plut2.m8.16547.m1	Mcavernosa26579-RA
OG0007952	plut2.m8.16542.m1	Mcavernosa26578-RA
OG0007953	plut2.m8.6194.m1	Mcavernosa07538-RA
OG0007954	jamg1.model.Sc0000031.83	Mcavernosa29612-RA, Mcavernosa29611-RA
OG0007955	plut2.m8.425.m1	Mcavernosa19870-RA
OG0007956	plut2.m8.426.m1	Mcavernosa19869-RA
OG0007957	plut2.m8.422.m1	Mcavernosa19871-RA
OG0007958	plut2.m8.19435.m1	Mcavernosa11167-RA
OG0007959	plut2.m8.5958.m1	Mcavernosa22557-RA
OG0007961	plut2.m8.20330.m1	Mcavernosa13090-RA
OG0007962	plut2.m8.20332.m1	Mcavernosa13101-RA
OG0007963	plut2.m8.20326.m1	Mcavernosa13095-RA
OG0007964	plut2.m8.10785.m1	Mcavernosa00965-RA
OG0007965	plut2.m8.13215.m1	Mcavernosa08996-RA
OG0007966	plut2.m8.13238.m1	Mcavernosa22595-RA
OG0007967	plut2.m8.18925.m1	Mcavernosa02068-RA
OG0007968	plut2.m8.27285.m1	Mcavernosa17612-RA, Mcavernosa17613-RA
OG0007969	plut2.m8.23227.m1	Mcavernosa02055-RA, Mcavernosa02056-RA
OG0007970	plut2.m8.22146.m1	Mcavernosa11612-RA
OG0007971	plut2.m8.25154.m1	Mcavernosa09014-RA
OG0007972	plut2.m8.27534.m1	Mcavernosa14127-RA
OG0007973	plut2.m8.20924.m1	Mcavernosa30778-RA
OG0007974	plut2.m8.2036.m1	Mcavernosa19029-RA
OG0007976	plut2.m8.2022.m1	Mcavernosa17526-RA, Mcavernosa32773-RA
OG0007977	plut2.m8.2026.m1	Mcavernosa17533-RA
OG0007978	plut2.m8.21052.m1	Mcavernosa11618-RA
OG0007979	plut2.m8.21064.m1	Mcavernosa11623-RA
OG0007980	plut2.m8.11926.m1	Mcavernosa02181-RA, Mcavernosa02191-RA
OG0007981	plut2.m8.11930.m1	Mcavernosa02180-RA
OG0007982	plut2.m8.13220.m1	Mcavernosa08988-RA
OG0007983	plut2.m8.32969.m1	Mcavernosa30630-RA
OG0007985	plut2.m8.32971.m1	Mcavernosa22269-RA, Mcavernosa22271-RA
OG0007986	plut2.m8.33209.m1	Mcavernosa31140-RA, Mcavernosa19146-RA
OG0007987	plut2.m8.32280.m1, plut2.m8.3845.m1	Mcavernosa10913-RA
OG0007989	plut2.m8.5277.m1	Mcavernosa09549-RA
OG0007990	plut2.m8.26487.m1	Mcavernosa08843-RA
OG0007992	plut2.m8.11797.m1	Mcavernosa09451-RA
OG0007993	plut2.m8.17164.m1	Mcavernosa10428-RA
OG0007994	plut2.m8.17168.m1	Mcavernosa10430-RA
OG0007995	plut2.m8.17157.m1	Mcavernosa10426-RA
OG0007996	plut2.m8.17163.m1	Mcavernosa10420-RA
OG0007998	plut2.m8.2391.m1	Mcavernosa31465-RA
OG0007999	plut2.m8.2388.m1	Mcavernosa31466-RA
OG0008000	plut2.m8.2545.m1	Mcavernosa08767-RA
OG0008001	plut2.m8.5052.m1	Mcavernosa24241-RA
OG0008002	plut2.m8.5050.m1	Mcavernosa10120-RA
OG0008003	plut2.m8.9538.m1	Mcavernosa28863-RA
OG0008004	plut2.m8.9536.m1	Mcavernosa28862-RA
OG0008005	plut2.m8.21425.m1	Mcavernosa06177-RA
OG0008006	plut2.m8.3129.m1	Mcavernosa12686-RA
OG0008007	plut2.m8.3127.m1	Mcavernosa12688-RA
OG0008008	plut2.m8.20961.m1	Mcavernosa24805-RA, Mcavernosa24806-RA
OG0008009	plut2.m8.7349.m1	Mcavernosa27840-RA
OG0008010	plut2.m8.11553.m1	Mcavernosa27826-RA
